Area Name,lat,lon,Traffic Volume,Congestion Level,hotspot_cluster
Indiranagar,12.9719,77.6412,21542,76.88542035549514,0
Whitefield,12.9698,77.75,29081,100.0,1
Koramangala,12.9352,77.6245,28766,95.40479321613068,2
Jayanagar,12.925,77.5938,17324,63.83307318861012,2
Hebbal,13.0358,77.597,31672,99.8680358357646,3
Indiranagar,12.9719,77.6412,36715,100.0,0
Indiranagar,12.9719,77.6412,36263,100.0,0
Koramangala,12.9352,77.6245,60047,100.0,2
Electronic City,12.8452,77.66,5859,23.888740472451392,5
Jayanagar,12.925,77.5938,22281,81.71409057997789,2
Jayanagar,12.925,77.5938,9235,23.42656888383381,2
Yeshwanthpur,13.0285,77.54,21740,67.71767126706668,4
Indiranagar,12.9719,77.6412,26871,98.53106563705782,0
Indiranagar,12.9719,77.6412,47746,100.0,0
Whitefield,12.9698,77.75,15991,54.40153000984152,1
Koramangala,12.9352,77.6245,43076,100.0,2
Koramangala,12.9352,77.6245,16031,44.096205540318536,2
Electronic City,12.8452,77.66,12665,35.154598044222254,5
Jayanagar,12.925,77.5938,16935,65.59214192000103,2
Jayanagar,12.925,77.5938,34796,100.0,2
Yeshwanthpur,13.0285,77.54,20316,65.07316092118216,4
Indiranagar,12.9719,77.6412,24147,86.61033009206137,0
Indiranagar,12.9719,77.6412,40261,100.0,0
Koramangala,12.9352,77.6245,47806,100.0,2
Jayanagar,12.925,77.5938,23911,73.02734406950825,2
Jayanagar,12.925,77.5938,26733,82.83489876599549,2
Hebbal,13.0358,77.597,22660,82.68645309816988,3
Indiranagar,12.9719,77.6412,49220,100.0,0
Indiranagar,12.9719,77.6412,36902,100.0,0
Whitefield,12.9698,77.75,7825,24.28028679570033,1
Koramangala,12.9352,77.6245,32629,100.0,2
Koramangala,12.9352,77.6245,43455,100.0,2
Electronic City,12.8452,77.66,24733,86.50396733281596,5
Jayanagar,12.925,77.5938,19844,58.65892073707271,2
Hebbal,13.0358,77.597,35776,100.0,3
Hebbal,13.0358,77.597,9739,36.8120223508984,3
Yeshwanthpur,13.0285,77.54,7225,16.45644739725838,4
Indiranagar,12.9719,77.6412,38842,100.0,0
Indiranagar,12.9719,77.6412,32571,100.0,0
Koramangala,12.9352,77.6245,48448,100.0,2
Koramangala,12.9352,77.6245,69293,100.0,2
Electronic City,12.8452,77.66,17452,65.65540925465754,5
Jayanagar,12.925,77.5938,8120,22.06780183686973,2
Hebbal,13.0358,77.597,32927,100.0,3
Indiranagar,12.9719,77.6412,13161,45.90097012759412,0
Indiranagar,12.9719,77.6412,37812,100.0,0
Whitefield,12.9698,77.75,30619,100.0,1
Whitefield,12.9698,77.75,21950,81.92642397585661,1
Koramangala,12.9352,77.6245,58269,100.0,2
Jayanagar,12.925,77.5938,30093,95.23955819153474,2
